Username	Machine	Creation_date
gyneg	ARC1	2010-05-17 11:26:07.0
gyneg	ARC2	2017-02-22 09:21:15.883
gyneg	ARC3	2017-03-02 13:50:12.813
gynhd	ARC1	2013-04-24 12:32:58.0
gyrti	ARC1	2016-05-16 12:39:15.0
gyrti	ARC2	2016-05-16 12:39:20.0
gyrti	ARC3	2018-02-27 15:13:49.987
gysc	ARC1	2013-02-18 13:56:02.283
gysw	ARC1	2011-03-23 09:55:09.337
gyyj	ARC1	2011-05-25 10:36:50.0
hcsaoa	MARC1	2016-11-04 12:17:24.047
hssasm	ARC1	2014-04-17 13:28:59.0
hssasm	ARC2	2014-04-17 13:18:12.0
hsscjsm	ARC1	2013-12-06 11:13:39.53
hsscjsm	ARC2	2014-06-30 08:10:10.0
hssdho	ARC2	2018-05-09 16:53:54.0
hssdho	ARC3	2018-05-09 16:53:58.0
hssgjh	ARC1	2014-03-04 07:53:34.38
hssgjh	ARC2	2014-03-31 13:24:50.0
hssmd	ARC1	2014-02-11 09:19:31.27
hsssre	ARC2	2017-07-27 15:10:58.0
hsssre	ARC3	2017-07-27 15:11:06.0
ipivs	ARC1	2015-09-15 12:25:16.0
ipivs	ARC2	2015-09-15 12:25:19.0
issanr	ARC1	2010-02-10 12:30:35.75
issanr	ARC2	2013-09-27 10:19:57.0
issanr	ARC3	2017-01-17 10:40:07.43
issanr	MARC1	2015-06-18 14:29:29.0
issaso	ARC1	2014-07-14 11:03:14.0
issaso	ARC2	2014-07-14 11:03:17.0
issaso	ARC3	2017-04-03 17:47:33.0
issdem	ARC1	2010-05-21 12:02:18.0
issdem	ARC2	2013-09-27 10:20:07.0
issev001	ARC1	2010-08-13 12:46:38.0
issev001	ARC2	2014-03-04 11:12:55.96
issev001	ARC3	2017-03-20 15:50:22.023
issev001	MARC1	2016-03-04 11:51:28.513
issev002	ARC1	2010-08-13 14:21:28.0
issev002	ARC2	2014-03-04 11:13:04.59
issev002	ARC3	2017-03-20 15:50:21.99
issev002	MARC1	2016-03-04 11:51:48.04
issev003	ARC1	2010-08-13 14:21:40.0
issev003	ARC2	2014-03-04 11:13:11.297
issev003	ARC3	2017-03-20 15:50:21.887
issev003	MARC1	2016-03-04 11:52:05.833
issev004	ARC1	2010-08-13 14:21:49.0
issev004	ARC2	2014-03-04 11:13:18.167
issev004	ARC3	2017-03-20 15:50:21.61
issev004	MARC1	2016-03-04 11:52:41.52
issev005	ARC1	2010-08-13 14:21:58.0
issev005	ARC2	2014-03-04 11:13:25.303
issev005	ARC3	2017-03-20 15:50:21.537
issev005	MARC1	2016-03-04 11:52:58.59
issev006	ARC1	2010-08-13 14:22:08.0
issev006	ARC2	2014-03-04 11:13:32.137
issev006	ARC3	2017-03-20 15:50:21.447
issev006	MARC1	2016-03-04 11:53:21.4
issev007	ARC1	2010-08-13 14:22:18.0
issev007	ARC2	2014-03-04 11:13:41.55
issev007	ARC3	2017-03-20 15:50:21.32
issev007	MARC1	2016-03-04 11:53:39.72
issev008	ARC1	2010-08-13 14:22:30.0
issev008	ARC2	2014-03-04 11:13:48.647
issev008	ARC3	2017-03-20 15:50:21.25
issev008	MARC1	2016-03-04 11:53:57.857
issev009	ARC1	2010-08-13 14:22:40.0
issev009	ARC2	2014-03-04 11:13:55.59
issev009	ARC3	2017-03-20 15:50:20.92
issev009	MARC1	2016-03-04 11:54:15.46
issev010	ARC1	2010-08-13 14:22:49.0
issev010	ARC2	2014-03-04 11:14:03.073
issev010	ARC3	2017-03-20 15:50:20.787
issev010	MARC1	2016-03-04 11:54:31.613
issev011	ARC1	2010-08-13 14:23:00.0
issev011	ARC2	2014-03-04 11:14:14.8
issev011	ARC3	2017-03-20 15:50:20.58
issev011	MARC1	2016-03-04 11:54:47.407
issev012	ARC1	2010-08-13 14:23:09.0
issev012	ARC2	2014-03-04 11:14:36.71
issev012	ARC3	2017-03-20 15:50:20.493
issev012	MARC1	2016-03-04 11:55:03.99
issev013	ARC1	2010-08-13 14:23:20.0
issev013	ARC2	2014-03-04 11:14:43.01
issev013	ARC3	2017-03-20 15:50:20.33
issev013	MARC1	2016-03-04 11:55:19.58
issev014	ARC1	2010-08-13 14:23:29.0
issev014	ARC2	2014-03-04 11:14:55.033
issev014	ARC3	2017-03-20 15:50:20.013
issev014	MARC1	2016-03-04 11:55:33.187
issev015	ARC1	2010-08-13 14:23:39.0
issev015	ARC2	2014-03-04 11:15:02.37
issev015	ARC3	2017-03-20 15:50:19.89
issev015	MARC1	2016-03-04 11:55:54.153
issev016	ARC1	2010-08-13 14:23:48.0
issev016	ARC2	2014-03-04 11:15:12.5
issev016	ARC3	2017-03-20 15:50:19.78
issev016	MARC1	2016-03-04 11:56:08.33
issev017	ARC1	2010-08-13 14:23:56.0
issev017	ARC2	2014-03-04 11:15:18.887
issev017	ARC3	2017-03-20 15:50:19.52
issev017	MARC1	2016-03-04 11:56:22.027
issev018	ARC1	2010-08-13 14:24:07.0
issev018	ARC2	2014-03-04 11:15:27.047
issev018	ARC3	2017-03-20 15:50:19.427
issev018	MARC1	2016-03-04 11:56:37.293
issev019	ARC1	2010-08-13 14:24:15.0
issev019	ARC2	2014-03-04 11:15:39.297
issev019	ARC3	2017-03-20 15:50:19.3
issev019	MARC1	2016-03-04 11:56:56.897
issev020	ARC1	2010-08-13 14:24:23.0
issev020	ARC2	2014-03-04 11:15:47.427
issev020	ARC3	2017-03-20 15:50:19.24
issev020	MARC1	2016-03-04 11:57:11.527
issev021	ARC1	2010-08-26 13:03:32.0
issev021	ARC2	2014-03-04 11:16:06.697
issev021	ARC3	2017-03-20 15:50:23.333
issev021	MARC1	2016-03-04 12:08:14.973
issev022	ARC1	2010-08-26 13:04:28.0
issev022	ARC2	2014-03-04 11:16:13.19
issev022	ARC3	2017-03-20 15:50:23.297
issev022	MARC1	2016-03-04 12:08:30.74
issev023	ARC1	2010-08-26 13:06:42.0
issev023	ARC2	2014-03-04 11:16:19.593
issev023	ARC3	2017-03-20 15:50:23.26
issev023	MARC1	2016-03-04 12:08:44.35
issev024	ARC1	2010-08-26 13:07:39.0
issev024	ARC2	2014-03-04 11:16:26.46
issev024	ARC3	2017-03-20 15:50:23.23
issev024	MARC1	2016-03-04 12:09:01.13
issev025	ARC1	2010-08-26 13:08:43.0
issev025	ARC2	2014-03-04 11:16:39.767
issev025	ARC3	2017-03-20 15:50:23.19
issev025	MARC1	2016-03-04 12:09:17.6
issev026	ARC1	2010-08-26 13:10:01.0
issev026	ARC2	2014-03-04 11:16:46.153
issev026	ARC3	2017-03-20 15:50:23.153
issev026	MARC1	2016-03-04 12:09:34.703
issev027	ARC1	2013-04-18 14:01:34.0
issev027	ARC2	2014-03-04 11:16:52.34
issev027	ARC3	2017-03-20 15:50:23.113
issev027	MARC1	2016-03-04 12:09:52.52
issev028	ARC1	2010-08-26 13:14:19.0
issev028	ARC2	2014-03-04 11:16:58.357
issev028	ARC3	2017-03-20 15:50:23.08
issev028	MARC1	2016-03-04 12:10:06.667
issev029	ARC1	2010-08-26 13:15:23.0
issev029	ARC2	2014-03-04 11:17:04.507
issev029	ARC3	2017-03-20 15:50:23.05
issev029	MARC1	2016-03-04 12:10:21.087
issev030	ARC1	2010-08-26 13:16:48.0
issev030	ARC2	2014-03-04 11:17:12.23
issev030	ARC3	2017-03-20 15:50:23.003
issev030	MARC1	2016-03-04 12:10:36.163
issev031	ARC1	2010-08-26 13:17:54.0
issev031	ARC2	2014-03-04 11:17:21.503
issev031	ARC3	2017-03-20 15:50:22.967
issev031	MARC1	2016-03-04 12:10:48.733
issev032	ARC1	2010-08-26 13:37:04.0
issev032	ARC2	2014-03-04 11:17:27.173
issev032	ARC3	2017-03-20 15:50:22.91
issev032	MARC1	2016-03-04 12:11:03.407
issev033	ARC1	2010-08-26 13:38:07.0
issev033	ARC2	2014-03-04 11:17:33.993
issev033	ARC3	2017-03-20 15:50:22.86
issev033	MARC1	2016-03-04 12:11:17.963
issev034	ARC1	2010-08-26 13:40:41.0
issev034	ARC2	2014-03-04 11:17:41.873
issev034	ARC3	2017-03-20 15:50:22.81
issev034	MARC1	2016-03-04 12:11:32.027
issev035	ARC1	2010-08-26 13:41:50.0
issev035	ARC2	2014-03-04 11:17:48.44
issev035	ARC3	2017-03-20 15:50:22.78
issev035	MARC1	2016-03-04 12:11:52.523
issev036	ARC1	2010-08-26 13:42:48.0
issev036	ARC2	2014-03-04 11:17:54.543
issev036	ARC3	2017-03-20 15:50:22.743
issev036	MARC1	2016-03-04 12:12:10.967
issev037	ARC1	2010-08-26 13:52:14.0
issev037	ARC2	2014-03-04 11:18:02.947
issev037	ARC3	2017-03-20 15:50:22.71
issev037	MARC1	2016-03-04 12:12:24.93
issev038	ARC1	2010-08-26 13:53:30.0
issev038	ARC2	2014-03-04 11:18:19.06
issev038	ARC3	2017-03-20 15:50:22.673
issev038	MARC1	2016-03-04 12:12:38.193
issev039	ARC1	2010-08-26 13:54:38.0
issev039	ARC2	2014-03-04 11:18:27.22
issev039	ARC3	2017-03-20 15:50:22.567
issev039	MARC1	2016-03-04 12:14:24.513
issev040	ARC1	2010-08-26 13:58:18.0
issev040	ARC2	2014-03-04 11:18:40.973
issev040	ARC3	2017-03-20 15:50:22.517
issev040	MARC1	2016-03-04 12:14:39.607
issev041	ARC1	2010-08-26 13:59:22.0
issev041	ARC2	2014-03-04 11:18:57.713
issev041	ARC3	2017-03-20 15:50:22.443
issev041	MARC1	2016-03-04 12:14:56.927
issev042	ARC1	2010-08-26 14:00:33.0
issev042	ARC2	2014-03-04 11:19:05.127
issev042	ARC3	2017-03-20 15:50:22.33
issev042	MARC1	2016-03-04 12:15:11.527
issev043	ARC1	2010-08-26 14:01:36.0
issev043	ARC2	2014-03-04 11:19:11.113
issev043	ARC3	2017-03-20 15:50:22.29
issev043	MARC1	2016-03-04 12:15:27.96
issev044	ARC1	2010-08-26 14:02:42.0
issev044	ARC2	2014-03-04 11:19:17.583
issev044	ARC3	2017-03-20 15:50:22.253
issev044	MARC1	2016-03-04 12:15:41.95
issev045	ARC1	2010-08-26 14:03:33.0
issev045	ARC2	2014-03-04 11:19:28.11
issev045	ARC3	2017-03-20 15:50:22.223
issev045	MARC1	2016-03-04 12:15:56.617
issev046	ARC1	2010-08-26 14:04:37.0
issev046	ARC2	2014-03-04 11:19:34.387
issev046	ARC3	2017-03-20 15:50:22.187
issev046	MARC1	2016-03-04 12:16:10.47
issev047	ARC1	2010-08-26 14:05:40.0
issev047	ARC2	2014-03-04 11:19:40.707
issev047	ARC3	2017-03-20 15:50:22.16
issev047	MARC1	2016-03-04 12:16:26.25
issev048	ARC1	2010-08-26 14:06:40.0
issev048	ARC2	2014-03-04 11:19:47.46
issev048	ARC3	2017-03-20 15:50:22.117
issev048	MARC1	2016-03-04 12:16:42.107
issev049	ARC1	2010-08-26 14:07:38.0
issev049	ARC2	2014-03-04 11:19:53.987
issev049	ARC3	2017-03-20 15:50:22.09
issev049	MARC1	2016-03-04 12:17:00.83
issev050	ARC1	2010-08-26 14:08:34.0
issev050	ARC2	2014-03-04 11:20:03.963
issev050	ARC3	2017-03-20 15:50:22.057
issev050	MARC1	2016-03-04 12:17:16.963
issev051	ARC2	2017-02-20 17:22:29.72
issev051	ARC3	2017-03-20 15:50:21.94
issev051	MARC1	2017-02-20 17:22:58.163
issev052	ARC2	2017-02-20 17:22:29.667
issev052	ARC3	2017-03-20 15:50:21.83
issev052	MARC1	2017-02-20 17:22:58.12
issev053	ARC2	2017-02-20 17:22:29.62
issev053	ARC3	2017-03-20 15:50:21.573
issev053	MARC1	2017-02-20 17:22:58.083
issev054	ARC2	2017-02-20 17:22:29.58
issev054	ARC3	2017-03-20 15:50:21.49
issev054	MARC1	2017-02-20 17:22:58.043
issev055	ARC2	2017-02-20 17:22:29.54
issev055	ARC3	2017-03-20 15:50:21.36
issev055	MARC1	2017-02-20 17:22:58.003
issev056	ARC2	2017-02-20 17:22:29.503
issev056	ARC3	2017-03-20 15:50:21.29
issev056	MARC1	2017-02-20 17:22:57.96
issev057	ARC2	2017-02-20 17:22:29.46
issev057	ARC3	2017-03-20 15:50:21.197
issev057	MARC1	2017-02-20 17:22:57.9
issev058	ARC2	2017-02-20 17:22:29.41
issev058	ARC3	2017-03-20 15:50:20.883
issev058	MARC1	2017-02-20 17:22:57.857
issev059	ARC2	2017-02-20 17:22:29.363
issev059	ARC3	2017-03-20 15:50:20.683
issev059	MARC1	2017-02-20 17:22:57.823
issev060	ARC2	2017-02-20 17:22:29.323
issev060	ARC3	2017-03-20 15:50:20.54
issev060	MARC1	2017-02-20 17:22:57.783
issev061	ARC2	2017-02-20 17:22:29.29
issev061	ARC3	2017-03-20 15:50:20.37
issev061	MARC1	2017-02-20 17:22:57.747
issev062	ARC2	2017-02-20 17:22:29.253
issev062	ARC3	2017-03-20 15:50:20.08
issev062	MARC1	2017-02-20 17:22:57.693
issev063	ARC2	2017-02-20 17:22:29.213
issev063	ARC3	2017-03-20 15:50:19.973
issev063	MARC1	2017-02-20 17:22:57.66
issev064	ARC2	2017-02-20 17:22:29.173
issev064	ARC3	2017-03-20 15:50:19.847
issev064	MARC1	2017-02-20 17:22:57.62
issev065	ARC2	2017-02-20 17:22:29.123
issev065	ARC3	2017-03-20 15:50:19.68
issev065	MARC1	2017-02-20 17:22:57.587
issev066	ARC2	2017-02-20 17:22:29.083
issev066	ARC3	2017-03-20 15:50:19.49
issev066	MARC1	2017-02-20 17:22:57.557
issev067	ARC2	2017-02-20 17:22:29.007
issev067	ARC3	2017-03-20 15:50:19.37
issev067	MARC1	2017-02-20 17:22:57.527
issev068	ARC2	2017-02-20 17:22:28.96
issev068	ARC3	2017-03-20 15:50:19.267
issev068	MARC1	2017-02-20 17:22:57.493
issev069	ARC2	2017-02-20 17:22:28.917
issev069	ARC3	2017-03-20 15:50:19.203
issev069	MARC1	2017-02-20 17:22:57.463
issev070	ARC2	2017-02-20 17:22:28.867
issev070	ARC3	2017-03-20 15:50:19.173
issev070	MARC1	2017-02-20 17:22:57.43
issev071	ARC2	2017-02-20 17:22:28.83
issev071	ARC3	2017-03-20 15:50:19.123
issev071	MARC1	2017-02-20 17:22:57.4
issev072	ARC2	2017-02-20 17:22:31.03
issev072	ARC3	2017-03-20 15:50:24.677
issev072	MARC1	2017-02-20 17:22:59.623
issev073	ARC2	2017-02-20 17:22:30.997
issev073	ARC3	2017-03-20 15:50:24.637
issev073	MARC1	2017-02-20 17:22:59.593
issev074	ARC2	2017-02-20 17:22:30.967
issev074	ARC3	2017-03-20 15:50:24.593
issev074	MARC1	2017-02-20 17:22:59.56
issev075	ARC2	2017-02-20 17:22:30.933
issev075	ARC3	2017-03-20 15:50:24.55
issev075	MARC1	2017-02-20 17:22:59.52
issev076	ARC2	2017-02-20 17:22:30.903
issev076	ARC3	2017-03-20 15:50:24.51
issev076	MARC1	2017-02-20 17:22:59.467
issev077	ARC2	2017-02-20 17:22:30.853
issev077	ARC3	2017-03-20 15:50:24.467
issev077	MARC1	2017-02-20 17:22:59.437
issev078	ARC2	2017-02-20 17:22:30.687
issev078	ARC3	2017-03-20 15:50:24.423
issev078	MARC1	2017-02-20 17:22:59.407
issev079	ARC2	2017-02-20 17:22:30.637
issev079	ARC3	2017-03-20 15:50:24.393
issev079	MARC1	2017-02-20 17:22:59.367
issev080	ARC2	2017-02-20 17:22:30.587
issev080	ARC3	2017-03-20 15:50:24.36
issev080	MARC1	2017-02-20 17:22:59.327
issev081	ARC2	2017-02-20 17:22:30.55
issev081	ARC3	2017-03-20 15:50:24.323
issev081	MARC1	2017-02-20 17:22:59.3
issev082	ARC2	2017-02-20 17:22:30.507
issev082	ARC3	2017-03-20 15:50:24.283
issev082	MARC1	2017-02-20 17:22:59.27
issev083	ARC2	2017-02-20 17:22:30.45
issev083	ARC3	2017-03-20 15:50:24.25
issev083	MARC1	2017-02-20 17:22:59.237
issev084	ARC2	2017-02-20 17:22:30.41
issev084	ARC3	2017-03-20 15:50:24.217
issev084	MARC1	2017-02-20 17:22:59.207
issev085	ARC2	2017-02-20 17:22:30.377
issev085	ARC3	2017-03-20 15:50:24.177
issev085	MARC1	2017-02-20 17:22:59.13
issev086	ARC2	2017-02-20 17:22:30.333
issev086	ARC3	2017-03-20 15:50:24.143
issev086	MARC1	2017-02-20 17:22:59.093
issev087	ARC2	2017-02-20 17:22:30.293
issev087	ARC3	2017-03-20 15:50:24.097
issev087	MARC1	2017-02-20 17:22:59.06
issev088	ARC2	2017-02-20 17:22:30.26
issev088	ARC3	2017-03-20 15:50:24.06
issev088	MARC1	2017-02-20 17:22:59.027
issev089	ARC2	2017-02-20 17:22:30.22
issev089	ARC3	2017-03-20 15:50:23.853
issev089	MARC1	2017-02-20 17:22:58.993
issev090	ARC2	2017-02-20 17:22:30.177
issev090	ARC3	2017-03-20 15:50:23.74
issev090	MARC1	2017-02-20 17:22:58.943
issev091	ARC2	2017-02-20 17:22:30.133
issev091	ARC3	2017-03-20 15:50:23.697
issev091	MARC1	2017-02-20 17:22:58.903
issev092	ARC2	2017-02-20 17:22:30.1
issev092	ARC3	2017-03-20 15:50:23.65
issev092	MARC1	2017-02-20 17:22:58.69
issev093	ARC2	2017-02-20 17:22:30.057
issev093	ARC3	2017-03-20 15:50:23.613
issev093	MARC1	2017-02-20 17:22:58.627
issev094	ARC2	2017-02-20 17:22:30.02
issev094	ARC3	2017-03-20 15:50:23.58
issev094	MARC1	2017-02-20 17:22:58.473
issev095	ARC2	2017-02-20 17:22:29.98
issev095	ARC3	2017-03-20 15:50:23.54
issev095	MARC1	2017-02-20 17:22:58.42
issev096	ARC2	2017-02-20 17:22:29.923
issev096	ARC3	2017-03-20 15:50:23.507
issev096	MARC1	2017-02-20 17:22:58.37
issev097	ARC2	2017-02-20 17:22:29.88
issev097	ARC3	2017-03-20 15:50:23.47
issev097	MARC1	2017-02-20 17:22:58.327
issev098	ARC2	2017-02-20 17:22:29.837
issev098	ARC3	2017-03-20 15:50:23.44
issev098	MARC1	2017-02-20 17:22:58.293
issev099	ARC2	2017-02-20 17:22:29.8
issev099	ARC3	2017-03-20 15:50:23.41
issev099	MARC1	2017-02-20 17:22:58.25
issev100	ARC2	2017-02-20 17:22:29.763
issev100	ARC3	2017-03-20 15:50:23.367
issev100	MARC1	2017-02-20 17:22:58.2
issjwh	ARC2	2017-03-07 16:38:16.57
issjwh	ARC3	2017-03-07 16:38:22.55
issmba	ARC1	2012-01-19 13:56:21.31
issmcal	ARC1	2013-09-24 09:39:13.0
issmcal	ARC2	2013-09-27 10:20:17.0
issmcal	ARC3	2017-01-17 10:38:50.05
issmcal	MARC1	2015-06-18 14:31:04.0
issmcd	ARC1	2010-02-10 12:31:41.407
issmcd	ARC2	2013-09-27 10:20:28.0
issmcd	ARC3	2017-01-17 10:30:52.03
issmcd	MARC1	2015-06-18 14:35:36.0
issnjp	ARC1	2010-11-25 11:12:21.957
isssjp	ARC1	2010-02-10 12:32:08.42
isssjp	ARC2	2013-10-11 11:16:39.0
issssp	ARC1	2011-02-04 11:29:21.07
jh08d2c	ARC1	2015-07-07 08:54:20.0
jh08d2c	ARC2	2015-07-07 08:54:28.0
jh08d2c	ARC3	2017-07-10 15:22:34.0
jh09bc	ARC1	2015-12-07 13:49:28.267
jh09bc	ARC2	2015-12-07 13:49:31.153
jh09bc	ARC3	2017-07-26 11:11:03.0
jhs1jpg	ARC1	2010-08-23 14:12:55.0
jhs5msd	ARC1	2011-10-28 14:26:38.0
jhs5rjs	ARC1	2011-01-25 11:40:28.877
jhs8acj	ARC1	2011-03-07 13:09:05.477
js06jg	ARC1	2011-03-23 13:25:29.627
js07c2lp	ARC1	2012-05-09 15:12:46.0
js07hs	ARC1	2011-02-15 14:24:37.26
js07ra	ARC1	2010-10-14 15:10:59.0
js07ra	ARC2	2014-03-18 12:42:54.523
js08ik	ARC1	2012-03-01 13:53:35.467
js08ik	ARC2	2014-02-19 09:14:25.23
js08js	ARC1	2014-02-07 12:07:54.333
js08js	ARC2	2015-06-25 15:59:28.0
js08l2h	ARC1	2013-07-05 15:29:49.0
js08mlh	ARC1	2012-02-14 13:28:45.577
lawcl	MARC1	2017-04-05 11:57:05.0
lawjpi	ARC1	2016-06-13 11:10:53.0
lawjpi	ARC2	2016-06-13 11:10:56.0
ldsae	ARC3	2017-10-31 17:20:44.277
ldsae	MARC1	2017-10-31 17:20:57.35
lec1stt	ARC1	2012-07-27 11:41:23.0
lec5rj	ARC1	2012-12-03 15:19:16.64
lec5rj	ARC2	2017-05-04 09:25:16.0
lec5rj	ARC3	2017-05-04 09:25:22.0
lec5s2m	ARC1	2010-03-09 13:01:51.923
lec5tdp	ARC1	2010-06-28 15:42:23.0
lecag	ARC1	2012-02-10 12:27:52.09
lecag	ARC2	2015-10-09 16:28:10.0
lecanr	ARC1	2010-07-21 14:05:49.0
lecanr	ARC2	2015-01-23 10:07:21.68
lecanr	ARC3	2017-05-26 11:12:26.0
lecar	ARC1	2013-06-10 17:21:47.0
lechmr	ARC1	2012-09-25 15:26:53.0
lechmr	ARC2	2014-01-13 12:58:55.163
lechmr	ARC3	2017-05-19 14:24:07.0
lecimb	ARC1	2012-05-17 11:47:28.0
lecjlg	ARC1	2012-08-30 08:03:38.0
lecjlg	ARC2	2015-10-02 17:42:01.0
lecjpl	ARC1	2010-02-10 12:32:39.72
lecmc	ARC1	2010-05-19 13:11:27.0
lecmc	ARC2	2014-10-20 14:11:23.0
lecmc	ARC3	2017-01-26 17:07:44.263
lecmtw	ARC1	2010-08-11 16:54:37.0
lecsjed	ARC1	2016-07-22 12:55:59.0
lecsjed	ARC2	2016-07-22 12:56:06.0
lecsjh	ARC1	2010-07-26 13:24:01.0
lecsra	ARC1	2010-03-09 13:02:52.563
lecsra	ARC3	2017-01-26 17:07:57.547
libclsr	ARC1	2013-01-11 16:11:40.7
libclsr	ARC2	2014-03-03 11:42:02.66
libclsr	ARC3	2017-03-13 16:36:51.383
libhy	ARC1	2011-04-06 08:45:19.0
libhy	ARC2	2014-03-27 14:32:42.017
ll13j7r	ARC2	2017-02-15 10:01:45.73
ll13j8c	ARC2	2017-10-02 11:45:44.0
ll13j8c	ARC3	2017-10-02 11:45:39.0
ll13uhs	ARC1	2016-07-29 12:52:44.0
ll13uhs	ARC2	2016-07-29 12:52:35.0
ll14jrb	ARC2	2018-08-01 14:07:16.0
ll14jrb	ARC3	2018-08-01 14:07:20.0
ll14me	ARC2	2017-09-29 11:30:40.0
ll14me	ARC3	2017-09-29 11:30:47.0
ll15s6h	ARC2	2018-06-21 16:20:50.0
ll15s6h	ARC3	2018-06-21 16:20:53.0
ll16cjl	ARC2	2018-08-01 14:06:52.0
ll16cjl	ARC3	2018-08-01 14:06:56.0
lnpcd	ARC1	2014-01-28 07:57:41.24
lnpcd	ARC2	2014-02-03 11:44:52.533
lnpcd	ARC3	2018-03-15 16:02:21.55
lnpcn	ARC2	2018-03-15 16:00:38.11
lnpcn	ARC3	2018-03-15 16:00:44.013
lnplp	ARC2	2018-01-23 12:24:44.54
lnplp	ARC3	2018-01-23 12:24:47.793
lnprl	ARC2	2018-01-23 12:24:59.863
lnprl	ARC3	2018-01-23 12:25:03.0
mat4et	ARC1	2011-03-07 13:09:44.147
mat4saj	ARC1	2010-06-07 15:01:07.0
matag	ARC1	2010-10-15 13:11:34.0
matag	ARC2	2014-03-18 12:30:25.79
matag	ARC3	2017-03-29 16:36:22.0
matag	MARC1	2017-07-31 14:08:10.0
matcg	ARC1	2013-02-06 10:19:56.833
matcg	ARC2	2014-01-16 08:17:46.313
matcjw	ARC1	2010-03-05 13:46:26.84
matcjw	ARC2	2013-09-27 10:19:24.0
matcjw	ARC3	2017-01-17 10:40:38.863
matcjw	MARC1	2015-07-15 08:20:19.0
matjn	ARC1	2016-04-12 10:11:28.0
matjn	ARC2	2016-04-12 10:11:32.0
matkam	ARC1	2010-04-16 15:04:12.0
matkng	ARC1	2015-02-17 08:49:01.623
matkng	ARC2	2015-02-17 08:49:15.853
matkng	ARC3	2017-03-20 11:25:09.94
matmg	ARC1	2013-04-19 15:20:03.0
matmg	ARC2	2014-01-08 17:03:41.53
matml	ARC1	2013-10-21 17:24:39.0
matml	ARC2	2014-03-14 11:58:32.187
matml	ARC3	2017-03-20 16:33:40.573
matmn	ARC2	2017-11-09 13:48:29.193
matmn	ARC3	2017-11-09 13:48:32.607
matppm	ARC1	2011-12-15 13:54:30.637
matppm	ARC2	2017-02-22 09:20:55.207
matppm	ARC3	2017-03-02 13:49:54.353
matskm	ARC1	2011-11-02 16:22:16.73
mattk	ARC1	2012-01-17 13:52:28.113
mattk	ARC2	2014-01-21 09:54:36.213
mattk	ARC3	2017-05-02 09:34:21.0
matys	ARC1	2012-07-05 09:22:11.0
medacn	ARC1	2015-07-31 10:54:04.0
medacn	ARC2	2015-07-31 10:54:07.0
medael	ARC2	2014-01-16 08:17:56.887
medafi	ARC1	2012-02-24 14:38:42.0
medajhp	ARC1	2014-01-23 15:18:31.07
medakala	ARC1	2016-09-05 16:16:37.0
medakala	ARC2	2016-09-05 16:16:42.0
medakala	ARC3	2017-03-21 11:02:57.31
medakala	MARC1	2016-09-14 09:45:52.0
medaku	ARC1	2016-12-20 14:14:50.633
medaku	ARC2	2016-12-22 15:59:38.943
medaku	ARC3	2017-03-21 11:02:11.79
medapd	ARC1	2011-11-08 15:07:12.457
medapd	ARC2	2014-01-08 17:03:50.46
medapd	ARC3	2017-04-19 10:56:16.0
medapd	MARC1	2015-07-15 08:20:32.0
medawr	ARC1	2012-08-08 12:30:46.0
medawr	ARC2	2017-11-13 11:39:52.387
medawr	ARC3	2017-11-13 11:39:55.763
medbba	ARC2	2018-07-13 08:10:58.0
medbba	ARC3	2018-07-13 08:11:00.0
medbba	MARC1	2018-07-16 14:28:18.0
medbha	ARC1	2012-02-09 10:29:33.077
medbtg	ARC1	2012-10-10 15:05:43.0
medcaj	MARC1	2016-08-02 12:34:18.0
medcguo	ARC2	2017-09-15 12:25:08.0
medcguo	ARC3	2017-09-15 12:25:40.0
medcguo	MARC1	2017-06-06 10:38:37.0
medchu	MARC1	2016-11-15 10:42:58.94
medcmwa	ARC1	2011-12-09 16:40:03.093
medcmwa	ARC2	2016-07-20 16:54:38.0
medcmwa	MARC1	2016-02-09 17:21:05.127
medcnoo	MARC1	2016-08-17 11:27:28.0
medcpd	MARC1	2018-06-18 11:10:36.0
medcscoa	ARC1	2014-07-01 10:42:46.0
medcscoa	ARC2	2014-07-01 12:00:04.0
medcts	ARC1	2013-09-18 13:34:03.0
medcts	ARC2	2014-01-08 17:03:59.377
medcyo	ARC1	2016-09-08 17:25:52.0
medcyo	ARC2	2016-09-08 17:25:57.0
medcyo	MARC1	2016-10-11 08:06:50.0
meddac	ARC1	2010-02-26 10:44:40.757
meddac	ARC2	2017-02-22 09:21:24.73
meddac	ARC3	2017-03-02 13:50:22.52
meddap	ARC1	2010-11-25 11:25:32.797
meddat01	ARC2	2017-02-27 13:38:44.567
meddat01	MARC1	2017-02-27 13:38:58.423
meddbat	ARC1	2015-06-15 10:51:52.0
meddbat	ARC2	2015-06-15 10:51:55.0
meddbat	MARC1	2015-10-12 10:24:20.0
medddev	ARC2	2017-10-02 15:55:26.0
medddev	ARC3	2017-10-02 15:55:20.0
medddev	MARC1	2017-10-02 16:41:45.0
meddlawa	MARC1	2017-04-06 10:25:03.0
meddtb	ARC1	2010-11-25 11:26:23.513
meddtbi	MARC1	2016-11-04 12:16:04.1
meddwilb	ARC1	2014-09-18 13:48:09.0
meddwilb	ARC2	2016-12-19 15:58:13.91
medear	MARC1	2016-09-08 09:17:38.0
mededm	MARC1	2017-11-13 11:22:41.48
medelor	MARC1	2016-10-11 08:07:51.0
