Username	Machine	Username_status	lapse_date	status	Dept	Faculty
issev017	ARC2	a	n/a	Project	ISS	Corporate Services
issev017	ARC3	a	n/a	Project	ISS	Corporate Services
issev017	MARC1	a	n/a	Project	ISS	Corporate Services
issev017	ARC1	l	2017-06-21 14:46:03.0	Project	ISS	Corporate Services
issev018	ARC1	l	2017-06-21 14:46:03.0	Project	ISS	Corporate Services
issev018	MARC1	a	n/a	Project	ISS	Corporate Services
issev018	ARC3	a	n/a	Project	ISS	Corporate Services
issev018	ARC2	a	n/a	Project	ISS	Corporate Services
issev019	ARC2	a	n/a	Project	ISS	Corporate Services
issev019	ARC3	a	n/a	Project	ISS	Corporate Services
issev019	MARC1	a	n/a	Project	ISS	Corporate Services
issev019	ARC1	l	2017-06-21 14:46:03.0	Project	ISS	Corporate Services
issev020	ARC1	l	2017-06-21 14:46:03.0	Project	ISS	Corporate Services
issev020	MARC1	a	n/a	Project	ISS	Corporate Services
issev020	ARC3	a	n/a	Project	ISS	Corporate Services
issev020	ARC2	a	n/a	Project	ISS	Corporate Services
issev021	ARC2	a	n/a	Project	ISS	Corporate Services
issev021	ARC3	a	n/a	Project	ISS	Corporate Services
issev021	MARC1	a	n/a	Project	ISS	Corporate Services
issev021	ARC1	l	2017-06-21 14:46:03.0	Project	ISS	Corporate Services
issev022	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev022	MARC1	a	n/a	Project	ISS	Corporate Services
issev022	ARC3	a	n/a	Project	ISS	Corporate Services
issev022	ARC2	a	n/a	Project	ISS	Corporate Services
issev023	ARC2	a	n/a	Project	ISS	Corporate Services
issev023	ARC3	a	n/a	Project	ISS	Corporate Services
issev023	MARC1	a	n/a	Project	ISS	Corporate Services
issev023	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev024	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev024	MARC1	a	n/a	Project	ISS	Corporate Services
issev024	ARC3	a	n/a	Project	ISS	Corporate Services
issev024	ARC2	a	n/a	Project	ISS	Corporate Services
issev025	ARC2	a	n/a	Project	ISS	Corporate Services
issev025	ARC3	a	n/a	Project	ISS	Corporate Services
issev025	MARC1	a	n/a	Project	ISS	Corporate Services
issev025	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev026	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev026	MARC1	a	n/a	Project	ISS	Corporate Services
issev026	ARC3	a	n/a	Project	ISS	Corporate Services
issev026	ARC2	a	n/a	Project	ISS	Corporate Services
issev027	ARC2	a	n/a	Project	ISS	Corporate Services
issev027	ARC3	a	n/a	Project	ISS	Corporate Services
issev027	MARC1	a	n/a	Project	ISS	Corporate Services
issev027	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev028	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev028	MARC1	a	n/a	Project	ISS	Corporate Services
issev028	ARC3	a	n/a	Project	ISS	Corporate Services
issev028	ARC2	a	n/a	Project	ISS	Corporate Services
issev029	ARC2	a	n/a	Project	ISS	Corporate Services
issev029	ARC3	a	n/a	Project	ISS	Corporate Services
issev029	MARC1	a	n/a	Project	ISS	Corporate Services
issev029	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev030	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev030	MARC1	a	n/a	Project	ISS	Corporate Services
issev030	ARC3	a	n/a	Project	ISS	Corporate Services
issev030	ARC2	a	n/a	Project	ISS	Corporate Services
issev031	ARC2	a	n/a	Project	ISS	Corporate Services
issev031	ARC3	a	n/a	Project	ISS	Corporate Services
issev031	MARC1	a	n/a	Project	ISS	Corporate Services
issev031	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev032	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev032	MARC1	a	n/a	Project	ISS	Corporate Services
issev032	ARC3	a	n/a	Project	ISS	Corporate Services
issev032	ARC2	a	n/a	Project	ISS	Corporate Services
issev033	ARC2	a	n/a	Project	ISS	Corporate Services
issev033	ARC3	a	n/a	Project	ISS	Corporate Services
issev033	MARC1	a	n/a	Project	ISS	Corporate Services
issev033	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev034	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev034	MARC1	a	n/a	Project	ISS	Corporate Services
issev034	ARC3	a	n/a	Project	ISS	Corporate Services
issev034	ARC2	a	n/a	Project	ISS	Corporate Services
issev035	ARC2	a	n/a	Project	ISS	Corporate Services
issev035	ARC3	a	n/a	Project	ISS	Corporate Services
issev035	MARC1	a	n/a	Project	ISS	Corporate Services
issev035	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev036	ARC1	l	2017-06-21 14:46:04.0	Project	ISS	Corporate Services
issev036	MARC1	a	n/a	Project	ISS	Corporate Services
issev036	ARC3	a	n/a	Project	ISS	Corporate Services
issev036	ARC2	a	n/a	Project	ISS	Corporate Services
issev037	ARC2	a	n/a	Project	ISS	Corporate Services
issev037	ARC3	a	n/a	Project	ISS	Corporate Services
issev037	MARC1	a	n/a	Project	ISS	Corporate Services
issev037	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev038	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev038	MARC1	a	n/a	Project	ISS	Corporate Services
issev038	ARC3	a	n/a	Project	ISS	Corporate Services
issev038	ARC2	a	n/a	Project	ISS	Corporate Services
issev039	ARC2	a	n/a	Project	ISS	Corporate Services
issev039	ARC3	a	n/a	Project	ISS	Corporate Services
issev039	MARC1	a	n/a	Project	ISS	Corporate Services
issev039	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev040	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev040	MARC1	a	n/a	Project	ISS	Corporate Services
issev040	ARC3	a	n/a	Project	ISS	Corporate Services
issev040	ARC2	a	n/a	Project	ISS	Corporate Services
issev041	ARC2	a	n/a	Project	ISS	Corporate Services
issev041	ARC3	a	n/a	Project	ISS	Corporate Services
issev041	MARC1	a	n/a	Project	ISS	Corporate Services
issev041	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev042	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev042	MARC1	a	n/a	Project	ISS	Corporate Services
issev042	ARC3	a	n/a	Project	ISS	Corporate Services
issev042	ARC2	a	n/a	Project	ISS	Corporate Services
issev043	ARC2	a	n/a	Project	ISS	Corporate Services
issev043	ARC3	a	n/a	Project	ISS	Corporate Services
issev043	MARC1	a	n/a	Project	ISS	Corporate Services
issev043	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev044	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev044	MARC1	a	n/a	Project	ISS	Corporate Services
issev044	ARC3	a	n/a	Project	ISS	Corporate Services
issev044	ARC2	a	n/a	Project	ISS	Corporate Services
issev045	ARC2	a	n/a	Project	ISS	Corporate Services
issev045	ARC3	a	n/a	Project	ISS	Corporate Services
issev045	MARC1	a	n/a	Project	ISS	Corporate Services
issev045	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev046	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev046	MARC1	a	n/a	Project	ISS	Corporate Services
issev046	ARC3	a	n/a	Project	ISS	Corporate Services
issev046	ARC2	a	n/a	Project	ISS	Corporate Services
issev047	ARC2	a	n/a	Project	ISS	Corporate Services
issev047	ARC3	a	n/a	Project	ISS	Corporate Services
issev047	MARC1	a	n/a	Project	ISS	Corporate Services
issev047	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev048	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev048	MARC1	a	n/a	Project	ISS	Corporate Services
issev048	ARC3	a	n/a	Project	ISS	Corporate Services
issev048	ARC2	a	n/a	Project	ISS	Corporate Services
issev049	ARC2	a	n/a	Project	ISS	Corporate Services
issev049	ARC3	a	n/a	Project	ISS	Corporate Services
issev049	MARC1	a	n/a	Project	ISS	Corporate Services
issev049	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev050	ARC1	l	2017-06-21 14:46:05.0	Project	ISS	Corporate Services
issev050	MARC1	a	n/a	Project	ISS	Corporate Services
issev050	ARC3	a	n/a	Project	ISS	Corporate Services
issev050	ARC2	a	n/a	Project	ISS	Corporate Services
issev051	ARC3	a	n/a	Project	UIT	Corporate Services
issev051	MARC1	a	n/a	Project	UIT	Corporate Services
issev051	ARC2	a	n/a	Project	UIT	Corporate Services
issev052	ARC2	a	n/a	Project	UIT	Corporate Services
issev052	MARC1	a	n/a	Project	UIT	Corporate Services
issev052	ARC3	a	n/a	Project	UIT	Corporate Services
issev053	ARC3	a	n/a	Project	UIT	Corporate Services
issev053	MARC1	a	n/a	Project	UIT	Corporate Services
issev053	ARC2	a	n/a	Project	UIT	Corporate Services
issev054	ARC2	a	n/a	Project	UIT	Corporate Services
issev054	MARC1	a	n/a	Project	UIT	Corporate Services
issev054	ARC3	a	n/a	Project	UIT	Corporate Services
issev055	ARC3	a	n/a	Project	UIT	Corporate Services
issev055	MARC1	a	n/a	Project	UIT	Corporate Services
issev055	ARC2	a	n/a	Project	UIT	Corporate Services
issev056	ARC2	a	n/a	Project	UIT	Corporate Services
issev056	MARC1	a	n/a	Project	UIT	Corporate Services
issev056	ARC3	a	n/a	Project	UIT	Corporate Services
issev057	ARC3	a	n/a	Project	UIT	Corporate Services
issev057	MARC1	a	n/a	Project	UIT	Corporate Services
issev057	ARC2	a	n/a	Project	UIT	Corporate Services
issev058	ARC2	a	n/a	Project	UIT	Corporate Services
issev058	MARC1	a	n/a	Project	UIT	Corporate Services
issev058	ARC3	a	n/a	Project	UIT	Corporate Services
issev059	ARC3	a	n/a	Project	UIT	Corporate Services
issev059	MARC1	a	n/a	Project	UIT	Corporate Services
issev059	ARC2	a	n/a	Project	UIT	Corporate Services
issev060	ARC2	a	n/a	Project	UIT	Corporate Services
issev060	MARC1	a	n/a	Project	UIT	Corporate Services
issev060	ARC3	a	n/a	Project	UIT	Corporate Services
issev061	ARC3	a	n/a	Project	UIT	Corporate Services
issev061	MARC1	a	n/a	Project	UIT	Corporate Services
issev061	ARC2	a	n/a	Project	UIT	Corporate Services
issev062	ARC2	a	n/a	Project	UIT	Corporate Services
issev062	MARC1	a	n/a	Project	UIT	Corporate Services
issev062	ARC3	a	n/a	Project	UIT	Corporate Services
issev063	ARC3	a	n/a	Project	UIT	Corporate Services
issev063	MARC1	a	n/a	Project	UIT	Corporate Services
issev063	ARC2	a	n/a	Project	UIT	Corporate Services
issev064	ARC2	a	n/a	Project	UIT	Corporate Services
issev064	MARC1	a	n/a	Project	UIT	Corporate Services
issev064	ARC3	a	n/a	Project	UIT	Corporate Services
issev065	ARC3	a	n/a	Project	UIT	Corporate Services
issev065	MARC1	a	n/a	Project	UIT	Corporate Services
issev065	ARC2	a	n/a	Project	UIT	Corporate Services
issev066	ARC2	a	n/a	Project	UIT	Corporate Services
issev066	MARC1	a	n/a	Project	UIT	Corporate Services
issev066	ARC3	a	n/a	Project	UIT	Corporate Services
issev067	ARC3	a	n/a	Project	UIT	Corporate Services
issev067	MARC1	a	n/a	Project	UIT	Corporate Services
issev067	ARC2	a	n/a	Project	UIT	Corporate Services
issev068	ARC2	a	n/a	Project	UIT	Corporate Services
issev068	MARC1	a	n/a	Project	UIT	Corporate Services
issev068	ARC3	a	n/a	Project	UIT	Corporate Services
issev069	ARC3	a	n/a	Project	UIT	Corporate Services
issev069	MARC1	a	n/a	Project	UIT	Corporate Services
issev069	ARC2	a	n/a	Project	UIT	Corporate Services
issev070	ARC2	a	n/a	Project	UIT	Corporate Services
issev070	MARC1	a	n/a	Project	UIT	Corporate Services
issev070	ARC3	a	n/a	Project	UIT	Corporate Services
issev071	ARC3	a	n/a	Project	UIT	Corporate Services
issev071	MARC1	a	n/a	Project	UIT	Corporate Services
issev071	ARC2	a	n/a	Project	UIT	Corporate Services
issev072	ARC2	a	n/a	Project	UIT	Corporate Services
issev072	MARC1	a	n/a	Project	UIT	Corporate Services
issev072	ARC3	a	n/a	Project	UIT	Corporate Services
issev073	ARC3	a	n/a	Project	UIT	Corporate Services
issev073	MARC1	a	n/a	Project	UIT	Corporate Services
issev073	ARC2	a	n/a	Project	UIT	Corporate Services
issev074	ARC2	a	n/a	Project	UIT	Corporate Services
issev074	MARC1	a	n/a	Project	UIT	Corporate Services
issev074	ARC3	a	n/a	Project	UIT	Corporate Services
issev075	ARC3	a	n/a	Project	UIT	Corporate Services
issev075	MARC1	a	n/a	Project	UIT	Corporate Services
issev075	ARC2	a	n/a	Project	UIT	Corporate Services
issev076	ARC2	a	n/a	Project	UIT	Corporate Services
issev076	MARC1	a	n/a	Project	UIT	Corporate Services
issev076	ARC3	a	n/a	Project	UIT	Corporate Services
issev077	ARC3	a	n/a	Project	UIT	Corporate Services
issev077	MARC1	a	n/a	Project	UIT	Corporate Services
issev077	ARC2	a	n/a	Project	UIT	Corporate Services
issev078	ARC2	a	n/a	Project	UIT	Corporate Services
issev078	MARC1	a	n/a	Project	UIT	Corporate Services
issev078	ARC3	a	n/a	Project	UIT	Corporate Services
issev079	ARC3	a	n/a	Project	UIT	Corporate Services
issev079	MARC1	a	n/a	Project	UIT	Corporate Services
issev079	ARC2	a	n/a	Project	UIT	Corporate Services
issev080	ARC2	a	n/a	Project	UIT	Corporate Services
issev080	MARC1	a	n/a	Project	UIT	Corporate Services
issev080	ARC3	a	n/a	Project	UIT	Corporate Services
issev081	ARC3	a	n/a	Project	UIT	Corporate Services
issev081	MARC1	a	n/a	Project	UIT	Corporate Services
issev081	ARC2	a	n/a	Project	UIT	Corporate Services
issev082	ARC2	a	n/a	Project	UIT	Corporate Services
issev082	MARC1	a	n/a	Project	UIT	Corporate Services
issev082	ARC3	a	n/a	Project	UIT	Corporate Services
issev083	ARC3	a	n/a	Project	UIT	Corporate Services
issev083	MARC1	a	n/a	Project	UIT	Corporate Services
issev083	ARC2	a	n/a	Project	UIT	Corporate Services
issev084	ARC2	a	n/a	Project	UIT	Corporate Services
issev084	MARC1	a	n/a	Project	UIT	Corporate Services
issev084	ARC3	a	n/a	Project	UIT	Corporate Services
issev085	ARC3	a	n/a	Project	UIT	Corporate Services
issev085	MARC1	a	n/a	Project	UIT	Corporate Services
issev085	ARC2	a	n/a	Project	UIT	Corporate Services
issev086	ARC2	a	n/a	Project	UIT	Corporate Services
issev086	MARC1	a	n/a	Project	UIT	Corporate Services
issev086	ARC3	a	n/a	Project	UIT	Corporate Services
issev087	ARC3	a	n/a	Project	UIT	Corporate Services
issev087	MARC1	a	n/a	Project	UIT	Corporate Services
issev087	ARC2	a	n/a	Project	UIT	Corporate Services
issev088	ARC2	a	n/a	Project	UIT	Corporate Services
issev088	MARC1	a	n/a	Project	UIT	Corporate Services
issev088	ARC3	a	n/a	Project	UIT	Corporate Services
issev089	ARC3	a	n/a	Project	UIT	Corporate Services
issev089	MARC1	a	n/a	Project	UIT	Corporate Services
issev089	ARC2	a	n/a	Project	UIT	Corporate Services
issev090	ARC2	a	n/a	Project	UIT	Corporate Services
issev090	MARC1	a	n/a	Project	UIT	Corporate Services
issev090	ARC3	a	n/a	Project	UIT	Corporate Services
issev091	ARC3	a	n/a	Project	UIT	Corporate Services
issev091	MARC1	a	n/a	Project	UIT	Corporate Services
issev091	ARC2	a	n/a	Project	UIT	Corporate Services
issev092	ARC2	a	n/a	Project	UIT	Corporate Services
issev092	MARC1	a	n/a	Project	UIT	Corporate Services
issev092	ARC3	a	n/a	Project	UIT	Corporate Services
issev093	ARC3	a	n/a	Project	UIT	Corporate Services
issev093	MARC1	a	n/a	Project	UIT	Corporate Services
issev093	ARC2	a	n/a	Project	UIT	Corporate Services
issev094	ARC2	a	n/a	Project	UIT	Corporate Services
issev094	MARC1	a	n/a	Project	UIT	Corporate Services
issev094	ARC3	a	n/a	Project	UIT	Corporate Services
issev095	ARC3	a	n/a	Project	UIT	Corporate Services
issev095	MARC1	a	n/a	Project	UIT	Corporate Services
issev095	ARC2	a	n/a	Project	UIT	Corporate Services
issev096	ARC2	a	n/a	Project	UIT	Corporate Services
issev096	MARC1	a	n/a	Project	UIT	Corporate Services
issev096	ARC3	a	n/a	Project	UIT	Corporate Services
issev097	ARC3	a	n/a	Project	UIT	Corporate Services
issev097	MARC1	a	n/a	Project	UIT	Corporate Services
issev097	ARC2	a	n/a	Project	UIT	Corporate Services
issev098	ARC2	a	n/a	Project	UIT	Corporate Services
issev098	MARC1	a	n/a	Project	UIT	Corporate Services
issev098	ARC3	a	n/a	Project	UIT	Corporate Services
issev099	ARC3	a	n/a	Project	UIT	Corporate Services
issev099	MARC1	a	n/a	Project	UIT	Corporate Services
issev099	ARC2	a	n/a	Project	UIT	Corporate Services
issev100	ARC2	a	n/a	Project	UIT	Corporate Services
issev100	MARC1	a	n/a	Project	UIT	Corporate Services
issev100	ARC3	a	n/a	Project	UIT	Corporate Services
issjwh	ARC2	a	n/a	Staff	UIT	Corporate Services
issjwh	ARC3	a	n/a	Staff	UIT	Corporate Services
issmba	ARC1	d	2013-10-01 10:05:40.0	Staff	UIT	Corporate Services
issmcal	ARC1	l	2018-01-17 11:46:49.053	Staff	UIT	Corporate Services
issmcal	ARC3	a	n/a	Staff	UIT	Corporate Services
issmcal	MARC1	a	n/a	Staff	UIT	Corporate Services
issmcal	ARC2	a	n/a	Staff	UIT	Corporate Services
issmcd	ARC1	l	2018-01-17 11:46:49.09	Staff	UIT	Corporate Services
issmcd	ARC3	a	n/a	Staff	UIT	Corporate Services
issmcd	MARC1	a	n/a	Staff	UIT	Corporate Services
issmcd	ARC2	a	n/a	Staff	UIT	Corporate Services
issnjp	ARC1	d	2012-11-19 10:15:36.03	Staff	EEN	Faculty of Engineering
isssjp	ARC1	d	2017-01-18 11:33:24.763	Staff	EAR	Faculty of Environment
isssjp	ARC2	d	2017-01-18 11:33:24.86	Staff	EAR	Faculty of Environment
issssp	ARC1	d	2012-01-17 10:18:32.34	Staff	MEN	Faculty of Engineering
jh08d2c	ARC1	l	2017-06-16 14:58:19.0	P/G	BUS	Faculty of Business
jh08d2c	ARC2	a	n/a	P/G	BUS	Faculty of Business
jh08d2c	ARC3	a	n/a	P/G	BUS	Faculty of Business
jh09bc	ARC3	a	n/a	P/G	BUS	Faculty of Business
jh09bc	ARC2	a	n/a	P/G	BUS	Faculty of Business
jh09bc	ARC1	l	2017-06-16 14:58:19.0	P/G	BUS	Faculty of Business
jhs1jpg	ARC1	d	2013-03-13 00:00:00.0	Recent Alumni	SCS	Faculty of Engineering
jhs5msd	ARC1	d	2014-01-13 00:00:00.0	Recent Alumni	AMT	Faculty of Maths & Physical Sciences
jhs5rjs	ARC1	d	2013-04-18 00:00:00.0	Alumni	CHM	Faculty of Maths & Physical Sciences
jhs8acj	ARC1	l	2017-06-16 14:58:19.0	Staff	MEN	Faculty of Engineering
js06jg	ARC1	d	2017-06-16 14:58:19.0	Recent Alumni	FBS	Faculty of Biological Sciences
js07c2lp	ARC1	l	2018-01-17 11:46:49.117	P/G	EAR	Faculty of Environment
js07hs	ARC1	d	2011-12-20 00:00:00.0	Alumni	PHY	Faculty of Maths & Physical Sciences
js07ra	ARC1	d	2015-05-13 00:00:00.0	Recent Alumni	PHY	Faculty of Maths & Physical Sciences
js07ra	ARC2	d	2015-05-13 00:00:00.0	Recent Alumni	PHY	Faculty of Maths & Physical Sciences
js08ik	ARC2	d	2016-11-16 00:00:00.0	Recent Alumni	CHM	Faculty of Maths & Physical Sciences
js08ik	ARC1	d	2016-11-16 00:00:00.0	Recent Alumni	CHM	Faculty of Maths & Physical Sciences
js08js	ARC1	d	2016-06-01 00:00:00.0	Recent Alumni	PRE	Faculty of Engineering
js08js	ARC2	d	2016-06-01 00:00:00.0	Recent Alumni	PRE	Faculty of Engineering
js08l2h	ARC1	d	2013-12-17 00:00:00.0	Alumni	PRE	Faculty of Engineering
js08mlh	ARC1	d	2016-06-07 00:00:00.0	Recent Alumni	PHY	Faculty of Maths & Physical Sciences
lawcl	MARC1	l	2018-04-04 08:50:14.0	Staff	LAW	Faculty of Education Soc Sciences & Law
lawjpi	ARC2	a	n/a	Staff	LAW	Faculty of Education Soc Sciences & Law
lawjpi	ARC1	l	2017-06-16 14:58:20.0	Staff	LAW	Faculty of Education Soc Sciences & Law
ldsae	MARC1	a	n/a	External	LDS	Remote Sites
ldsae	ARC3	a	n/a	External	LDS	Remote Sites
lec1stt	ARC1	l	2017-06-16 14:58:20.0	Recent Alumni	EAR	Faculty of Environment
lec5rj	ARC1	l	2017-06-16 14:58:20.0	P/G	EAR	Faculty of Environment
lec5rj	ARC2	a	n/a	P/G	EAR	Faculty of Environment
lec5rj	ARC3	a	n/a	P/G	EAR	Faculty of Environment
lec5s2m	ARC1	d	2012-05-08 00:00:00.0	Alumni	EAR	Faculty of Environment
lec5tdp	ARC1	d	2014-01-02 00:00:00.0	Recent Alumni	EAR	Faculty of Environment
lecag	ARC1	l	2017-06-16 14:58:20.0	Staff	EAR	Faculty of Environment
lecag	ARC2	a	n/a	Staff	EAR	Faculty of Environment
lecanr	ARC2	a	n/a	Staff	EAR	Faculty of Environment
lecanr	ARC3	a	n/a	Staff	EAR	Faculty of Environment
lecanr	ARC1	l	2017-06-16 14:58:20.0	Staff	EAR	Faculty of Environment
lecar	ARC1	l	2017-06-16 14:58:20.0	Staff	EAR	Faculty of Environment
lechmr	ARC1	l	2017-06-16 14:58:20.0	Recent Alumni	EEN	Faculty of Engineering
lechmr	ARC2	l	2018-08-16 00:00:00.0	Recent Alumni	EEN	Faculty of Engineering
lechmr	ARC3	l	2018-08-16 00:00:00.0	Recent Alumni	EEN	Faculty of Engineering
lecimb	ARC1	l	2017-06-16 14:58:20.0	Staff	EAR	Faculty of Environment
lecjlg	ARC1	l	2017-06-16 14:58:20.0	Staff	EAR	Faculty of Environment
lecjlg	ARC2	a	n/a	Staff	EAR	Faculty of Environment
lecjpl	ARC1	d	2016-08-16 10:24:26.0	Staff	FEO	Faculty of Engineering
lecmc	ARC1	l	2018-01-17 11:46:49.143	Staff	EAR	Faculty of Environment
lecmc	ARC3	a	n/a	Staff	EAR	Faculty of Environment
lecmc	ARC2	a	n/a	Staff	EAR	Faculty of Environment
lecmtw	ARC1	d	2011-06-01 00:00:00.0	Alumni	EAR	Faculty of Environment
lecsjed	ARC1	l	2017-06-16 14:58:20.0	Staff	EAR	Faculty of Environment
lecsjed	ARC2	a	n/a	Staff	EAR	Faculty of Environment
lecsjh	ARC1	d	2010-11-10 13:51:48.543	P/G	LEC	Faculty of Environment
lecsra	ARC1	l	2018-01-17 11:46:49.167	Staff	EAR	Faculty of Environment
lecsra	ARC3	a	n/a	Staff	EAR	Faculty of Environment
libclsr	ARC2	a	n/a	Staff	EAR	Faculty of Environment
libclsr	ARC3	a	n/a	Staff	EAR	Faculty of Environment
libclsr	ARC1	l	2018-01-17 11:46:49.187	Staff	EAR	Faculty of Environment
libhy	ARC1	l	2017-06-16 14:58:20.0	Staff	EAR	Faculty of Environment
libhy	ARC2	a	n/a	Staff	EAR	Faculty of Environment
ll13j7r	ARC2	d	2017-08-29 00:00:00.0	Recent Alumni	SCS	Faculty of Engineering
ll13j8c	ARC2	a	n/a	U/G Year 4	PHY	Faculty of Maths & Physical Sciences
ll13j8c	ARC3	a	n/a	U/G Year 4	PHY	Faculty of Maths & Physical Sciences
ll13uhs	ARC2	a	n/a	U/G Year 5	CHM	Faculty of Maths & Physical Sciences
ll13uhs	ARC1	l	2018-01-17 11:46:49.207	U/G Year 5	CHM	Faculty of Maths & Physical Sciences
ll14jrb	ARC3	a	n/a	U/G Year 4	PHY	Faculty of Maths & Physical Sciences
ll14jrb	ARC2	a	n/a	U/G Year 4	PHY	Faculty of Maths & Physical Sciences
ll14me	ARC2	a	n/a	U/G Year 3	PHY	Faculty of Maths & Physical Sciences
ll14me	ARC3	a	n/a	U/G Year 3	PHY	Faculty of Maths & Physical Sciences
ll15s6h	ARC2	a	n/a	U/G Year 3	MAT	Faculty of Maths & Physical Sciences
ll15s6h	ARC3	a	n/a	U/G Year 3	MAT	Faculty of Maths & Physical Sciences
ll16cjl	ARC2	a	n/a	U/G Year 2	SCS	Faculty of Engineering
ll16cjl	ARC3	a	n/a	U/G Year 2	SCS	Faculty of Engineering
lnpcd	ARC2	a	n/a	Staff	LNP	Faculty of Arts
lnpcd	ARC3	a	n/a	Staff	LNP	Faculty of Arts
lnpcd	ARC1	l	2017-06-16 14:58:20.0	Staff	LNP	Faculty of Arts
lnpcn	ARC2	a	n/a	Staff	LNP	Faculty of Arts
lnpcn	ARC3	a	n/a	Staff	LNP	Faculty of Arts
lnplp	ARC3	a	n/a	Staff	LNP	Faculty of Arts
lnplp	ARC2	a	n/a	Staff	LNP	Faculty of Arts
lnprl	ARC2	a	n/a	Staff	LNP	Faculty of Arts
lnprl	ARC3	a	n/a	Staff	LNP	Faculty of Arts
mat4et	ARC1	l	2017-06-16 14:58:20.0	P/G	MEN	Faculty of Engineering
mat4saj	ARC1	d	2013-10-14 00:00:00.0	Recent Alumni	SCS	Faculty of Engineering
matag	ARC1	l	2017-06-16 14:58:20.0	Staff	STA	Faculty of Maths & Physical Sciences
matag	ARC3	a	n/a	Staff	STA	Faculty of Maths & Physical Sciences
matag	MARC1	a	n/a	Staff	STA	Faculty of Maths & Physical Sciences
matag	ARC2	a	n/a	Staff	STA	Faculty of Maths & Physical Sciences
matcg	ARC2	d	2017-01-03 09:21:28.397	Staff	AMT	Faculty of Maths & Physical Sciences
matcg	ARC1	d	2017-01-03 09:21:28.427	Staff	AMT	Faculty of Maths & Physical Sciences
matcjw	ARC1	l	2018-01-17 11:46:49.23	Staff	PHY	Faculty of Maths & Physical Sciences
matcjw	ARC2	a	n/a	Staff	PHY	Faculty of Maths & Physical Sciences
matcjw	MARC1	a	n/a	Staff	PHY	Faculty of Maths & Physical Sciences
matcjw	ARC3	a	n/a	Staff	PHY	Faculty of Maths & Physical Sciences
matjn	ARC2	d	2016-12-15 11:24:33.43	Staff	STA	Faculty of Maths & Physical Sciences
matjn	ARC1	d	2016-12-15 11:24:33.4	Staff	STA	Faculty of Maths & Physical Sciences
matkam	ARC1	l	2018-01-17 11:46:49.25	Staff	AMT	Faculty of Maths & Physical Sciences
matkng	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
matkng	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
matkng	ARC1	l	2018-01-17 11:46:49.273	Staff	AMT	Faculty of Maths & Physical Sciences
matmg	ARC2	d	2016-05-12 13:00:01.0	Staff	MAT	Faculty of Maths & Physical Sciences
matmg	ARC1	d	2016-05-12 13:00:01.0	Staff	MAT	Faculty of Maths & Physical Sciences
matml	ARC1	l	2017-06-16 14:58:20.0	Staff	AMT	Faculty of Maths & Physical Sciences
matml	ARC2	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
matml	ARC3	a	n/a	Staff	AMT	Faculty of Maths & Physical Sciences
matmn	ARC3	l	2018-06-20 12:46:58.0	Staff	AMT	Faculty of Maths & Physical Sciences
matmn	ARC2	l	2018-06-20 12:46:58.0	Staff	AMT	Faculty of Maths & Physical Sciences
matppm	ARC2	a	n/a	Staff	PMT	Faculty of Maths & Physical Sciences
matppm	ARC3	a	n/a	Staff	PMT	Faculty of Maths & Physical Sciences
